,id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
361612,WMeLIhN0/,WMeLIhN028,28,27,"Goal!  Rayo Vallecano 0, Espanyol 1. Sergio GarcA­a (Espanyol) converts the penalty with a right footed shot to the top right corner.",1,,2,Espanyol,Rayo Vallecano,sergio garcia,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
361640,WMeLIhN0/,WMeLIhN056,56,51,"Goal!  Rayo Vallecano 0, Espanyol 2. Sergio GarcA­a (Espanyol) converts the penalty with a right footed shot to the centre of the goal.",1,,2,Espanyol,Rayo Vallecano,sergio garcia,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
362465,hK6qeSXA/,hK6qeSXA30,30,31,"Goal!  VfL Wolfsburg 1, Hamburger SV 1. Ricardo Rodriguez (VfL Wolfsburg) converts the penalty with a left footed shot to the bottom right corner.",1,,1,VfL Wolfsburg,Hamburg SV,ricardo rodriguez,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
363293,b7nbmDRE/,b7nbmDRE72,72,62,"Goal!  Toulouse 4, Sochaux 1. Wissam Ben Yedder (Toulouse) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Toulouse,Sochaux,wissam ben yedder,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
363471,bH9ig62N/,bH9ig62N16,16,12,"Goal!  1899 Hoffenheim 1, SV Werder Bremen 0. Sejad Salihovic (1899 Hoffenheim) converts the penalty with a left footed shot to the bottom left corner.",1,,1,TSG Hoffenheim,Werder Bremen,sejad salihovic,,,,3.0,1.0,1,14.0,2.0,0,2.0,0
363482,bH9ig62N/,bH9ig62N27,27,18,"Goal!  1899 Hoffenheim 2, SV Werder Bremen 0. Sejad Salihovic (1899 Hoffenheim) converts the penalty with a left footed shot to the high centre of the goal.",1,,1,TSG Hoffenheim,Werder Bremen,sejad salihovic,,,,,1.0,1,14.0,2.0,0,2.0,0
363525,bH9ig62N/,bH9ig62N70,70,45,"Goal!  1899 Hoffenheim 2, SV Werder Bremen 1. Aaron Hunt (SV Werder Bremen) converts the penalty with a left footed shot to the bottom right corner.",1,,2,Werder Bremen,TSG Hoffenheim,aaron hunt,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
364154,OvFSbAYo/,OvFSbAYo52,52,47,"Goal!  FC Schalke 04 2, VfB Stuttgart 0. Jefferson Farfan (FC Schalke 04) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Schalke 04,VfB Stuttgart,jefferson farfan,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
364578,ttadhQHT/,ttadhQHT70,70,74,"Goal!  1. FSV Mainz 05 1, Borussia Dortmund 1. Eric Maxim Choupo-Moting (1. FSV Mainz 05) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Mainz,Borussia Dortmund,eric maxim choupomoting,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
364585,ttadhQHT/,ttadhQHT77,77,78,"Goal!  1. FSV Mainz 05 1, Borussia Dortmund 2. Robert Lewandowski (Borussia Dortmund) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Borussia Dortmund,Mainz,robert lewandowski,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
364608,ttadhQHT/,ttadhQHT100,100,90,"Goal!  1. FSV Mainz 05 1, Borussia Dortmund 3. Robert Lewandowski (Borussia Dortmund) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Borussia Dortmund,Mainz,robert lewandowski,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
